# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1266502	1270185	-	WP_077679844.1	WP_077679844.1		glycosyltransferase		61412488	BTD91_RS05425	3684	1227	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1270189	1271430	-						61412489	BTD91_RS05430	1242		old_locus_tag=BTD91_05430
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1270189	1271430	-	WP_230855783.1	WP_230855783.1		ABC transporter ATP-binding protein		61412489	BTD91_RS05430	1242	413	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1271442	1272230	-						61412490	BTD91_RS05435	789		old_locus_tag=BTD91_05435
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1271442	1272230	-	WP_077679842.1	WP_077679842.1		ABC transporter permease		61412490	BTD91_RS05435	789	262	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1272335	1273363	-						61412491	BTD91_RS05440	1029		old_locus_tag=BTD91_05440
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1272335	1273363	-	WP_077679841.1	WP_077679841.1		acyltransferase		61412491	BTD91_RS05440	1029	342	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1273410	1273958	-					rfbC	61412492	BTD91_RS05445	549		old_locus_tag=BTD91_05445
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1273410	1273958	-	WP_077679840.1	WP_077679840.1		dTDP-4-dehydrorhamnose 3,5-epimerase	rfbC	61412492	BTD91_RS05445	549	182	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1273963	1274844	-					rfbD	61412493	BTD91_RS05450	882		old_locus_tag=BTD91_05450
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1273963	1274844	-	WP_077679839.1	WP_077679839.1		dTDP-4-dehydrorhamnose reductase	rfbD	61412493	BTD91_RS05450	882	293	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1274844	1275731	-					rfbA	61412494	BTD91_RS05455	888		old_locus_tag=BTD91_05455
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1274844	1275731	-	WP_077679838.1	WP_077679838.1		glucose-1-phosphate thymidylyltransferase RfbA	rfbA	61412494	BTD91_RS05455	888	295	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1275731	1276828	-					rfbB	61412495	BTD91_RS05460	1098		old_locus_tag=BTD91_05460
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1275731	1276828	-	WP_077679837.1	WP_077679837.1		dTDP-glucose 4,6-dehydratase	rfbB	61412495	BTD91_RS05460	1098	365	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1277105	1277539	+						61412496	BTD91_RS05465	435		old_locus_tag=BTD91_05465
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1277105	1277539	+	WP_077679836.1	WP_077679836.1		rhodanese-like domain-containing protein		61412496	BTD91_RS05465	435	144	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1277667	1278134	+					secB	61412497	BTD91_RS05470	468		old_locus_tag=BTD91_05470
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1277667	1278134	+	WP_009847959.1	WP_009847959.1		protein-export chaperone SecB	secB	61412497	BTD91_RS05470	468	155	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1278370	1279416	+					gpsA	61412498	BTD91_RS05475	1047		old_locus_tag=BTD91_05475
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1278370	1279416	+	WP_077679835.1	WP_077679835.1		NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	gpsA	61412498	BTD91_RS05475	1047	348	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1279464	1280285	+					cysE	61412499	BTD91_RS05480	822		old_locus_tag=BTD91_05480
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1279464	1280285	+	WP_017055665.1	WP_017055665.1		serine O-acetyltransferase	cysE	61412499	BTD91_RS05480	822	273	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1280381	1281532	+						61412500	BTD91_RS05485	1152		old_locus_tag=BTD91_05485
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1280381	1281532	+	WP_029626886.1	WP_029626886.1		murein hydrolase activator EnvC		61412500	BTD91_RS05485	1152	383	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1281594	1282232	-						61412501	BTD91_RS05490	639		old_locus_tag=BTD91_05490
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1281594	1282232	-	WP_017055663.1	WP_017055663.1		TetR/AcrR family transcriptional regulator		61412501	BTD91_RS05490	639	212	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1282387	1283550	-						61412502	BTD91_RS05495	1164		old_locus_tag=BTD91_05495
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1282387	1283550	-	WP_077679834.1	WP_077679834.1		nucleotide sugar dehydrogenase		61412502	BTD91_RS05495	1164	387	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1283703	1284644	+					rfaD	61412503	BTD91_RS05500	942		old_locus_tag=BTD91_05500
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1283703	1284644	+	WP_077679833.1	WP_077679833.1		ADP-glyceromanno-heptose 6-epimerase	rfaD	61412503	BTD91_RS05500	942	313	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1284779	1285732	+					lpxM	61412504	BTD91_RS05505	954		old_locus_tag=BTD91_05505
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1284779	1285732	+	WP_077679832.1	WP_077679832.1		lauroyl-Kdo(2)-lipid IV(A) myristoyltransferase	lpxM	61412504	BTD91_RS05505	954	317	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1285734	1286924	+						61412505	BTD91_RS05510	1191		old_locus_tag=BTD91_05510
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1285734	1286924	+	WP_170960295.1	WP_170960295.1		O-antigen ligase family protein		61412505	BTD91_RS05510	1191	396	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1286872	1287969	-						61412506	BTD91_RS05515	1098		old_locus_tag=BTD91_05515
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1286872	1287969	-	WP_077679830.1	WP_077679830.1		glycosyltransferase		61412506	BTD91_RS05515	1098	365	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1287962	1289014	-						61412507	BTD91_RS05520	1053		old_locus_tag=BTD91_05520
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1287962	1289014	-	WP_077679829.1	WP_077679829.1		glycosyltransferase family 52		61412507	BTD91_RS05520	1053	350	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1289039	1290139	-						61412508	BTD91_RS05525	1101		old_locus_tag=BTD91_05525
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1289039	1290139	-	WP_077679828.1	WP_077679828.1		glycosyltransferase		61412508	BTD91_RS05525	1101	366	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1290197	1291252	-						61412509	BTD91_RS05530	1056		old_locus_tag=BTD91_05530
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1290197	1291252	-	WP_230855784.1	WP_230855784.1		CDP-glycerol glycerophosphotransferase family protein		61412509	BTD91_RS05530	1056	351	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1291368	1292630	+					waaA	61412510	BTD91_RS05535	1263		old_locus_tag=BTD91_05535
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1291368	1292630	+	WP_077679885.1	WP_077679885.1		lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase	waaA	61412510	BTD91_RS05535	1263	420	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1292656	1293372	-						61412511	BTD91_RS05540	717		old_locus_tag=BTD91_05540
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1292656	1293372	-	WP_077679826.1	WP_077679826.1		3-deoxy-D-manno-octulosonic acid kinase		61412511	BTD91_RS05540	717	238	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1293468	1294574	+						61412512	BTD91_RS05545	1107		old_locus_tag=BTD91_05545
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1293468	1294574	+	WP_077679825.1	WP_077679825.1		glycosyltransferase family 9 protein		61412512	BTD91_RS05545	1107	368	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1294571	1295053	+					coaD	61412513	BTD91_RS05550	483		old_locus_tag=BTD91_05550
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1294571	1295053	+	WP_017055645.1	WP_017055645.1		pantetheine-phosphate adenylyltransferase	coaD	61412513	BTD91_RS05550	483	160	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1295203	1296012	-					mutM	61412514	BTD91_RS05555	810		old_locus_tag=BTD91_05555
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1295203	1296012	-	WP_077679824.1	WP_077679824.1		bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase	mutM	61412514	BTD91_RS05555	810	269	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1296016	1296576	-						61412515	BTD91_RS05560	561		old_locus_tag=BTD91_05560
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1296016	1296576	-	WP_077679823.1	WP_077679823.1		hypothetical protein		61412515	BTD91_RS05560	561	186	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1296782	1296949	-					rpmG	61412516	BTD91_RS05565	168		old_locus_tag=BTD91_05565
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1296782	1296949	-	WP_002535344.1	WP_002535344.1		50S ribosomal protein L33	rpmG	61412516	BTD91_RS05565	168	55	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1296963	1297199	-					rpmB	61412517	BTD91_RS05570	237		old_locus_tag=BTD91_05570
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1296963	1297199	-	WP_004728407.1	WP_004728407.1		50S ribosomal protein L28	rpmB	61412517	BTD91_RS05570	237	78	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1297491	1298165	-					radC	61412518	BTD91_RS05575	675		old_locus_tag=BTD91_05575
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1297491	1298165	-	WP_029626885.1	WP_029626885.1		DNA repair protein RadC	radC	61412518	BTD91_RS05575	675	224	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1298391	1299632	+					coaBC	61412519	BTD91_RS05580	1242		old_locus_tag=BTD91_05580
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1298391	1299632	+	WP_077679822.1	WP_077679822.1		bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	coaBC	61412519	BTD91_RS05580	1242	413	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1299771	1300361	+					slmA	61412520	BTD91_RS05585	591		old_locus_tag=BTD91_05585
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1299771	1300361	+	WP_017055639.1	WP_017055639.1		nucleoid occlusion factor SlmA	slmA	61412520	BTD91_RS05585	591	196	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1300401	1301381	+					lpxL	61412521	BTD91_RS05590	981		old_locus_tag=BTD91_05590
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1300401	1301381	+	WP_017055638.1	WP_017055638.1		LpxL/LpxP family Kdo(2)-lipid IV(A) lauroyl/palmitoleoyl acyltransferase	lpxL	61412521	BTD91_RS05590	981	326	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1301459	1302100	-					pyrE	61412522	BTD91_RS05595	642		old_locus_tag=BTD91_05595
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1301459	1302100	-	WP_017059267.1	WP_017059267.1		orotate phosphoribosyltransferase	pyrE	61412522	BTD91_RS05595	642	213	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1302333	1303049	-					rph	61412523	BTD91_RS05600	717		old_locus_tag=BTD91_05600
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1302333	1303049	-	WP_077679821.1	WP_077679821.1		ribonuclease PH	rph	61412523	BTD91_RS05600	717	238	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1303382	1304248	+						61412524	BTD91_RS05605	867		old_locus_tag=BTD91_05605
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1303382	1304248	+	WP_077679820.1	WP_077679820.1		YicC family protein		61412524	BTD91_RS05605	867	288	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1304566	1304778	-						61412525	BTD91_RS05610	213		old_locus_tag=BTD91_05610
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1304566	1304778	-	WP_017055634.1	WP_017055634.1		cold-shock protein		61412525	BTD91_RS05610	213	70	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1305091	1305516	-						61412526	BTD91_RS05615	426		old_locus_tag=BTD91_05615
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1305091	1305516	-	WP_046223433.1	WP_046223433.1		phosphate-starvation-inducible PsiE family protein		61412526	BTD91_RS05615	426	141	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1305672	1307042	-						61412527	BTD91_RS05620	1371		old_locus_tag=BTD91_05620
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1305672	1307042	-	WP_017055632.1	WP_017055632.1		NCS2 family permease		61412527	BTD91_RS05620	1371	456	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1307525	1308148	+					gmk	61412528	BTD91_RS05625	624		old_locus_tag=BTD91_05625
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1307525	1308148	+	WP_017055631.1	WP_017055631.1		guanylate kinase	gmk	61412528	BTD91_RS05625	624	207	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1308265	1308537	+					rpoZ	61412529	BTD91_RS05630	273		old_locus_tag=BTD91_05630
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1308265	1308537	+	WP_017055630.1	WP_017055630.1		DNA-directed RNA polymerase subunit omega	rpoZ	61412529	BTD91_RS05630	273	90	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1308605	1310731	+					spoT	61412530	BTD91_RS05635	2127		old_locus_tag=BTD91_05635
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1308605	1310731	+	WP_017055629.1	WP_017055629.1		bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase	spoT	61412530	BTD91_RS05635	2127	708	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1310933	1313011	+					recG	61412531	BTD91_RS05640	2079		old_locus_tag=BTD91_05640
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1310933	1313011	+	WP_077679819.1	WP_077679819.1		ATP-dependent DNA helicase RecG	recG	61412531	BTD91_RS05640	2079	692	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1313088	1314389	-					envZ	61412532	BTD91_RS05645	1302		old_locus_tag=BTD91_05645
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1313088	1314389	-	WP_017055627.1	WP_017055627.1		two-component system sensor histidine kinase EnvZ	envZ	61412532	BTD91_RS05645	1302	433	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1314555	1315274	-					ompR	61412533	BTD91_RS05650	720		old_locus_tag=BTD91_05650
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1314555	1315274	-	WP_046223430.1	WP_046223430.1		two-component system response regulator OmpR	ompR	61412533	BTD91_RS05650	720	239	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1315445	1315915	+					greB	61412534	BTD91_RS05655	471		old_locus_tag=BTD91_05655
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1315445	1315915	+	WP_017055625.1	WP_017055625.1		transcription elongation factor GreB	greB	61412534	BTD91_RS05655	471	156	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1315949	1316731	-						61412535	BTD91_RS05660	783		old_locus_tag=BTD91_05660
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1315949	1316731	-	WP_077679818.1	WP_077679818.1		AraC family transcriptional regulator		61412535	BTD91_RS05660	783	260	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1316900	1317859	+						61412536	BTD91_RS05665	960		old_locus_tag=BTD91_05665
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1316900	1317859	+	WP_077679817.1	WP_077679817.1		ornithine cyclodeaminase family protein		61412536	BTD91_RS05665	960	319	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1317988	1319469	+					nhaC	61412537	BTD91_RS05670	1482		old_locus_tag=BTD91_05670
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1317988	1319469	+	WP_077679816.1	WP_077679816.1		Na+/H+ antiporter NhaC	nhaC	61412537	BTD91_RS05670	1482	493	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1319513	1320808	+						61412538	BTD91_RS05675	1296		old_locus_tag=BTD91_05675
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1319513	1320808	+	WP_077679815.1	WP_077679815.1		FAD-binding oxidoreductase		61412538	BTD91_RS05675	1296	431	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1320987	1323317	+						61412539	BTD91_RS05680	2331		old_locus_tag=BTD91_05680
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1320987	1323317	+	WP_077679814.1	WP_077679814.1		RNA-binding transcriptional accessory protein		61412539	BTD91_RS05680	2331	776	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1323526	1323999	-						61412540	BTD91_RS05685	474		old_locus_tag=BTD91_05685
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1323526	1323999	-	WP_017055619.1	WP_017055619.1		hypothetical protein		61412540	BTD91_RS05685	474	157	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1324193	1324969	-					bioH	61412541	BTD91_RS05690	777		old_locus_tag=BTD91_05690
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1324193	1324969	-	WP_077679813.1	WP_077679813.1		pimeloyl-ACP methyl ester esterase BioH	bioH	61412541	BTD91_RS05690	777	258	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1325336	1325776	+						68924178	BTD91_RS20910	441		
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1325336	1325776	+	WP_230855790.1	WP_230855790.1		ComF family protein		68924178	BTD91_RS20910	441	146	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1325886	1326470	+					nfuA	61412543	BTD91_RS05700	585		old_locus_tag=BTD91_05700
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1325886	1326470	+	WP_029626881.1	WP_029626881.1		Fe-S biogenesis protein NfuA	nfuA	61412543	BTD91_RS05700	585	194	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1326764	1327315	+					nudE	61412544	BTD91_RS05705	552		old_locus_tag=BTD91_05705
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1326764	1327315	+	WP_017055616.1	WP_017055616.1		ADP compounds hydrolase NudE	nudE	61412544	BTD91_RS05705	552	183	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1327373	1328200	+					cysQ	61412545	BTD91_RS05710	828		old_locus_tag=BTD91_05710
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1327373	1328200	+	WP_046223426.1	WP_046223426.1		3'(2'),5'-bisphosphate nucleotidase CysQ	cysQ	61412545	BTD91_RS05710	828	275	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1328320	1329099	-						61412546	BTD91_RS05715	780		old_locus_tag=BTD91_05715
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1328320	1329099	-	WP_077679812.1	WP_077679812.1		type II secretion system protein N		61412546	BTD91_RS05715	780	259	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1329101	1329589	-						61412547	BTD91_RS05720	489		old_locus_tag=BTD91_05720
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1329101	1329589	-	WP_017055613.1	WP_017055613.1		type II secretion system protein M		61412547	BTD91_RS05720	489	162	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1329609	1330838	-					gspL	61412548	BTD91_RS05725	1230		old_locus_tag=BTD91_05725
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1329609	1330838	-	WP_077679811.1	WP_077679811.1		type II secretion system protein GspL	gspL	61412548	BTD91_RS05725	1230	409	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1330807	1331856	-					gspK	61412549	BTD91_RS05730	1050		old_locus_tag=BTD91_05730
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1330807	1331856	-	WP_077679810.1	WP_077679810.1		type II secretion system minor pseudopilin GspK	gspK	61412549	BTD91_RS05730	1050	349	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1331849	1332634	-					gspJ	61412550	BTD91_RS05735	786		old_locus_tag=BTD91_05735
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1331849	1332634	-	WP_077679883.1	WP_077679883.1		type II secretion system minor pseudopilin GspJ	gspJ	61412550	BTD91_RS05735	786	261	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1332639	1333013	-					gspI	61412551	BTD91_RS05740	375		old_locus_tag=BTD91_05740
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1332639	1333013	-	WP_046223423.1	WP_046223423.1		type II secretion system minor pseudopilin GspI	gspI	61412551	BTD91_RS05740	375	124	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1333000	1333593	-						61412552	BTD91_RS05745	594		old_locus_tag=BTD91_05745
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1333000	1333593	-	WP_077679809.1	WP_077679809.1		GspH/FimT family pseudopilin		61412552	BTD91_RS05745	594	197	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1333694	1334140	-					gspG	61412553	BTD91_RS05750	447		old_locus_tag=BTD91_05750
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1333694	1334140	-	WP_017055607.1	WP_017055607.1		type II secretion system major pseudopilin GspG	gspG	61412553	BTD91_RS05750	447	148	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1334237	1335457	-					gspF	61412554	BTD91_RS05755	1221		old_locus_tag=BTD91_05755
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1334237	1335457	-	WP_017055606.1	WP_017055606.1		type II secretion system inner membrane protein GspF	gspF	61412554	BTD91_RS05755	1221	406	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1335459	1336961	-					gspE	61412555	BTD91_RS05760	1503		old_locus_tag=BTD91_05760
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1335459	1336961	-	WP_077679808.1	WP_077679808.1		type II secretion system ATPase GspE	gspE	61412555	BTD91_RS05760	1503	500	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1336961	1338985	-					gspD	61412556	BTD91_RS05765	2025		old_locus_tag=BTD91_05765
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	1336961	1338985	-	WP_077679807.1	WP_077679807.1		type II secretion system secretin GspD	gspD	61412556	BTD91_RS05765	2025	674	
