# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1083683	1084324	+						69719550	F0316_RS05165	642		old_locus_tag=F0316_05165
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1083683	1084324	+	WP_071181131.1	WP_071181131.1		inovirus Gp2 family protein		69719550	F0316_RS05165	642	213	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1084359	1085345	-						69719551	F0316_RS05170	987		old_locus_tag=F0316_05170
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1084359	1085345	-	WP_142614045.1	WP_142614045.1		GTPase family protein		69719551	F0316_RS05170	987	328	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1085448	1085894	-						69719552	F0316_RS05175	447		old_locus_tag=F0316_05175
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1085448	1085894	-	WP_000065403.1	WP_000065403.1		DUF2787 domain-containing protein		69719552	F0316_RS05175	447	148	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1085945	1086373	-						69719553	F0316_RS05180	429		old_locus_tag=F0316_05180
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1085945	1086373	-	WP_142608994.1	WP_142608994.1		DUF2787 domain-containing protein		69719553	F0316_RS05180	429	142	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1086370	1086846	-					radC	69719554	F0316_RS05185	477		old_locus_tag=F0316_05185
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1086370	1086846	-	WP_148532080.1	WP_148532080.1		DNA repair protein RadC	radC	69719554	F0316_RS05185	477	158	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1086990	1087166	+						69719555	F0316_RS05190	177		old_locus_tag=F0316_05190
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1086990	1087166	+	WP_001211490.1	WP_001211490.1		AlpA family transcriptional regulator		69719555	F0316_RS05190	177	58	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1087314	1089659	-						69719556	F0316_RS05195	2346		old_locus_tag=F0316_05195
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1087314	1089659	-	WP_172625963.1	WP_172625963.1		exo-alpha-sialidase		69719556	F0316_RS05195	2346	781	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1090082	1091218	-					nagA	69719557	F0316_RS05200	1137		old_locus_tag=F0316_05200
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1090082	1091218	-	WP_001185232.1	WP_001185232.1		N-acetylglucosamine-6-phosphate deacetylase	nagA	69719557	F0316_RS05200	1137	378	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1091222	1092085	-						69719558	F0316_RS05205	864		old_locus_tag=F0316_05205
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1091222	1092085	-	WP_149560259.1	WP_149560259.1		N-acetylmannosamine kinase		69719558	F0316_RS05205	864	287	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1092073	1092795	-						69719559	F0316_RS05210	723		old_locus_tag=F0316_05210
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1092073	1092795	-	WP_001891368.1	WP_001891368.1		N-acetylmannosamine-6-phosphate 2-epimerase		69719559	F0316_RS05210	723	240	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1093010	1093975	+					siaP	69719560	F0316_RS05220	966		old_locus_tag=F0316_05220
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1093010	1093975	+	WP_000849286.1	WP_000849286.1		sialic acid TRAP transporter solute-binding subunit SiaP	siaP	69719560	F0316_RS05220	966	321	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1094026	1094547	+					siaQ	69719561	F0316_RS05225	522		old_locus_tag=F0316_05225
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1094026	1094547	+	WP_149560260.1	WP_149560260.1		sialic acid TRAP transporter small permease SiaQ	siaQ	69719561	F0316_RS05225	522	173	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1094555	1095838	+					siaM	69719562	F0316_RS05230	1284		old_locus_tag=F0316_05230
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1094555	1095838	+	WP_149560261.1	WP_149560261.1		sialic acid TRAP transporter large permease SiaM	siaM	69719562	F0316_RS05230	1284	427	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1095877	1096773	+						69719563	F0316_RS05235	897		old_locus_tag=F0316_05235
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1095877	1096773	+	WP_149560262.1	WP_149560262.1		dihydrodipicolinate synthase family protein		69719563	F0316_RS05235	897	298	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1096902	1097738	+						69719564	F0316_RS05240	837		old_locus_tag=F0316_05240
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1096902	1097738	+	WP_001052934.1	WP_001052934.1		MurR/RpiR family transcriptional regulator		69719564	F0316_RS05240	837	278	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1097916	1099070	+						69719565	F0316_RS05245	1155		old_locus_tag=F0316_05245
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1097916	1099070	+	WP_149560263.1	WP_149560263.1		N-acetylneuraminate epimerase		69719565	F0316_RS05245	1155	384	
gene	pseudogene	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1099085	1100152	+						69719566	F0316_RS05250	1068		pseudo;old_locus_tag=F0316_05250
CDS	without_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1099085	1100152	+				YjhT family mutarotase		69719566	F0316_RS05250	1068		pseudo
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1100512	1100898	-						69719567	F0316_RS05255	387		old_locus_tag=F0316_05255
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1100512	1100898	-	WP_000621179.1	WP_000621179.1		hypothetical protein		69719567	F0316_RS05255	387	128	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1101315	1103360	+						69719568	F0316_RS05260	2046		old_locus_tag=F0316_05260
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1101315	1103360	+	WP_088131821.1	WP_088131821.1		Ig-like domain-containing protein		69719568	F0316_RS05260	2046	681	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1103411	1103803	-						69719569	F0316_RS05265	393		old_locus_tag=F0316_05265
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1103411	1103803	-	WP_000625644.1	WP_000625644.1		hypothetical protein		69719569	F0316_RS05265	393	130	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1103832	1104614	-						69719570	F0316_RS05270	783		old_locus_tag=F0316_05270
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1103832	1104614	-	WP_148547987.1	WP_148547987.1		hypothetical protein		69719570	F0316_RS05270	783	260	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1104673	1105014	-						69719571	F0316_RS05275	342		old_locus_tag=F0316_05275
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1104673	1105014	-	WP_001033057.1	WP_001033057.1		hypothetical protein		69719571	F0316_RS05275	342	113	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1105360	1106130	+						69719572	F0316_RS05280	771		old_locus_tag=F0316_05280
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1105360	1106130	+	WP_149560264.1	WP_149560264.1		alpha/beta hydrolase		69719572	F0316_RS05280	771	256	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1106166	1106708	-						69719573	F0316_RS05285	543		old_locus_tag=F0316_05285
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1106166	1106708	-	WP_000592156.1	WP_000592156.1		thermostable direct hemolysin-family toxin		69719573	F0316_RS05285	543	180	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1107098	1111621	+						69719574	F0316_RS05290	4524		old_locus_tag=F0316_05290
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1107098	1111621	+	WP_114808637.1	WP_114808637.1		SslE/AcfD family lipoprotein zinc metalloprotease		69719574	F0316_RS05290	4524	1507	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1111682	1112434	+						69719575	F0316_RS05295	753		old_locus_tag=F0316_05295
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1111682	1112434	+	WP_000564893.1	WP_000564893.1		hypothetical protein		69719575	F0316_RS05295	753	250	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1112500	1113774	-						69719576	F0316_RS05300	1275		old_locus_tag=F0316_05300
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1112500	1113774	-	WP_149560265.1	WP_149560265.1		hypothetical protein		69719576	F0316_RS05300	1275	424	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1113877	1114689	-						69719577	F0316_RS05305	813		old_locus_tag=F0316_05305
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1113877	1114689	-	WP_001013532.1	WP_001013532.1		substrate-binding domain-containing protein		69719577	F0316_RS05305	813	270	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1114929	1115762	+						69719578	F0316_RS05310	834		old_locus_tag=F0316_05310
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1114929	1115762	+	WP_149560266.1	WP_149560266.1		hypothetical protein		69719578	F0316_RS05310	834	277	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1115749	1115952	+						69719579	F0316_RS05315	204		old_locus_tag=F0316_05315
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1115749	1115952	+	WP_000903014.1	WP_000903014.1		hypothetical protein		69719579	F0316_RS05315	204	67	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1116098	1116535	+					tnpA	69719580	F0316_RS05325	438		old_locus_tag=F0316_05325
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1116098	1116535	+	WP_000503167.1	WP_000503167.1		IS200/IS605-like element IS1004 family transposase	tnpA	69719580	F0316_RS05325	438	145	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1116596	1117636	-						69719581	F0316_RS05330	1041		old_locus_tag=F0316_05330
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1116596	1117636	-	WP_057569038.1	WP_057569038.1		IS481 family transposase		69719581	F0316_RS05330	1041	346	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1117943	1119535	-						69719582	F0316_RS05335	1593		old_locus_tag=F0316_05335
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1117943	1119535	-	WP_149560267.1	WP_149560267.1		hypothetical protein		69719582	F0316_RS05335	1593	530	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1119825	1120475	+						69719583	F0316_RS05340	651		old_locus_tag=F0316_05340
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1119825	1120475	+	WP_172625964.1	WP_172625964.1		hypothetical protein		69719583	F0316_RS05340	651	216	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1120617	1120874	+						69719584	F0316_RS05345	258		old_locus_tag=F0316_05345
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1120617	1120874	+	WP_000459889.1	WP_000459889.1		hypothetical protein		69719584	F0316_RS05345	258	85	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1120876	1121409	+						69719585	F0316_RS05350	534		old_locus_tag=F0316_05350
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1120876	1121409	+	WP_000734971.1	WP_000734971.1		type III secretion protein		69719585	F0316_RS05350	534	177	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1121411	1121869	+						69719586	F0316_RS05355	459		old_locus_tag=F0316_05355
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1121411	1121869	+	WP_000830400.1	WP_000830400.1		hypothetical protein		69719586	F0316_RS05355	459	152	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1121899	1122384	+						69719587	F0316_RS05360	486		old_locus_tag=F0316_05360
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1121899	1122384	+	WP_001001655.1	WP_001001655.1		hypothetical protein		69719587	F0316_RS05360	486	161	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1122396	1123559	+						69719588	F0316_RS05365	1164		old_locus_tag=F0316_05365
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1122396	1123559	+	WP_149560268.1	WP_149560268.1		molecular chaperone		69719588	F0316_RS05365	1164	387	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1123579	1124751	+						69719589	F0316_RS05370	1173		old_locus_tag=F0316_05370
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1123579	1124751	+	WP_149560269.1	WP_149560269.1		molecular chaperone		69719589	F0316_RS05370	1173	390	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1125108	1126157	+					vopB2	69719590	F0316_RS05380	1050		old_locus_tag=F0316_05380
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1125108	1126157	+	WP_000858304.1	WP_000858304.1		type III secretion system translocator protein VopB2	vopB2	69719590	F0316_RS05380	1050	349	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1126168	1126893	+						69719591	F0316_RS05385	726		old_locus_tag=F0316_05385
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1126168	1126893	+	WP_000026208.1	WP_000026208.1		hypothetical protein		69719591	F0316_RS05385	726	241	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1126938	1127540	+						69719592	F0316_RS05390	603		old_locus_tag=F0316_05390
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1126938	1127540	+	WP_001246761.1	WP_001246761.1		hypothetical protein		69719592	F0316_RS05390	603	200	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1127482	1127874	+						69719593	F0316_RS05395	393		old_locus_tag=F0316_05395
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1127482	1127874	+	WP_000680188.1	WP_000680188.1		hypothetical protein		69719593	F0316_RS05395	393	130	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1127885	1128460	+						69719594	F0316_RS05400	576		old_locus_tag=F0316_05400
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1127885	1128460	+	WP_000045694.1	WP_000045694.1		hypothetical protein		69719594	F0316_RS05400	576	191	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1128758	1133176	+						69722321	F0316_RS19975	4419		old_locus_tag=F0316_05410
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1128758	1133176	+	WP_149560271.1	WP_149560271.1		hypothetical protein		69722321	F0316_RS19975	4419	1472	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1133304	1133900	+						69719595	F0316_RS05415	597		old_locus_tag=F0316_05415
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1133304	1133900	+	WP_001906197.1	WP_001906197.1		hypothetical protein		69719595	F0316_RS05415	597	198	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1133897	1135780	+						69719596	F0316_RS05420	1884		old_locus_tag=F0316_05420
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1133897	1135780	+	WP_000968071.1	WP_000968071.1		FHIPEP family type III secretion protein		69719596	F0316_RS05420	1884	627	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1135801	1136853	+						69719597	F0316_RS05425	1053		old_locus_tag=F0316_05425
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1135801	1136853	+	WP_149560272.1	WP_149560272.1		EscU/YscU/HrcU family type III secretion system export apparatus switch protein		69719597	F0316_RS05425	1053	350	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1136828	1137634	+						69719598	F0316_RS05430	807		old_locus_tag=F0316_05430
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1136828	1137634	+	WP_001906198.1	WP_001906198.1		OmpA family protein		69719598	F0316_RS05430	807	268	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1137624	1138016	+						69719599	F0316_RS05435	393		old_locus_tag=F0316_05435
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1137624	1138016	+	WP_000842251.1	WP_000842251.1		VPA1352 family putative T3SS effector		69719599	F0316_RS05435	393	130	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1137994	1139007	+						69719600	F0316_RS05440	1014		old_locus_tag=F0316_05440
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1137994	1139007	+	WP_149560273.1	WP_149560273.1		VPA1351 family putative T3SS effector		69719600	F0316_RS05440	1014	337	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1139013	1139666	+						69719601	F0316_RS05445	654		old_locus_tag=F0316_05445
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1139013	1139666	+	WP_100067899.1	WP_100067899.1		VPA1350 family putative T3SS effector		69719601	F0316_RS05445	654	217	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1139681	1139896	+						69719602	F0316_RS05450	216		old_locus_tag=F0316_05450
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1139681	1139896	+	WP_000861356.1	WP_000861356.1		FliM/FliN family flagellar motor switch protein		69719602	F0316_RS05450	216	71	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1140109	1140660	+						69719603	F0316_RS05455	552		old_locus_tag=F0316_05455
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1140109	1140660	+	WP_000945833.1	WP_000945833.1		winged helix-turn-helix domain-containing protein		69719603	F0316_RS05455	552	183	
gene	pseudogene	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1140735	1141164	-						69722322	F0316_RS19980	430		partial;pseudo
CDS	without_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1140735	1141164	-				transposase		69722322	F0316_RS19980	430		partial;pseudo
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1141672	1141974	+						69719604	F0316_RS05465	303		old_locus_tag=F0316_05465
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1141672	1141974	+	WP_053033559.1	WP_053033559.1		hypothetical protein		69719604	F0316_RS05465	303	100	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1142035	1142709	+						69719605	F0316_RS05470	675		old_locus_tag=F0316_05470
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1142035	1142709	+	WP_000229918.1	WP_000229918.1		EscR/YscR/HrcR family type III secretion system export apparatus protein		69719605	F0316_RS05470	675	224	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1142712	1143395	+						69719606	F0316_RS05475	684		old_locus_tag=F0316_05475
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1142712	1143395	+	WP_001186128.1	WP_001186128.1		hypothetical protein		69719606	F0316_RS05475	684	227	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1143388	1143636	+						69719607	F0316_RS05480	249		old_locus_tag=F0316_05480
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1143388	1143636	+	WP_000181845.1	WP_000181845.1		VPA1340 family putative T3SS effector		69719607	F0316_RS05480	249	82	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1143626	1145095	+						69719608	F0316_RS05485	1470		old_locus_tag=F0316_05485
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1143626	1145095	+	WP_044126729.1	WP_044126729.1		secretin		69719608	F0316_RS05485	1470	489	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1145095	1146357	+					vscN2	69719609	F0316_RS05490	1263		old_locus_tag=F0316_05490
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1145095	1146357	+	WP_000922351.1	WP_000922351.1		type III secretion system ATPase VscN2	vscN2	69719609	F0316_RS05490	1263	420	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1146437	1146706	+						69719610	F0316_RS05495	270		old_locus_tag=F0316_05495
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1146437	1146706	+	WP_088124547.1	WP_088124547.1		VPA1337 family putative T3SS effector		69719610	F0316_RS05495	270	89	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1146699	1147439	+						69719611	F0316_RS05500	741		old_locus_tag=F0316_05500
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1146699	1147439	+	WP_113592448.1	WP_113592448.1		hypothetical protein		69719611	F0316_RS05500	741	246	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1147426	1147659	+						69719612	F0316_RS05505	234		old_locus_tag=F0316_05505
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1147426	1147659	+	WP_000217070.1	WP_000217070.1		flagellar biosynthetic protein FliQ		69719612	F0316_RS05505	234	77	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1147674	1148048	+						69719613	F0316_RS05510	375		old_locus_tag=F0316_05510
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1147674	1148048	+	WP_000854879.1	WP_000854879.1		hypothetical protein		69719613	F0316_RS05510	375	124	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1148049	1148534	-						69719614	F0316_RS05515	486		old_locus_tag=F0316_05515
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1148049	1148534	-	WP_000836880.1	WP_000836880.1		hypothetical protein		69719614	F0316_RS05515	486	161	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1148518	1149279	-						69719615	F0316_RS05520	762		old_locus_tag=F0316_05520
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1148518	1149279	-	WP_193748127.1	WP_193748127.1		winged helix-turn-helix domain-containing protein		69719615	F0316_RS05520	762	253	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1149506	1150264	+						69719616	F0316_RS05525	759		old_locus_tag=F0316_05525
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1149506	1150264	+	WP_001024704.1	WP_001024704.1		hypothetical protein		69719616	F0316_RS05525	759	252	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1150305	1150586	+						69719617	F0316_RS05530	282		old_locus_tag=F0316_05530
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1150305	1150586	+	WP_000472891.1	WP_000472891.1		hypothetical protein		69719617	F0316_RS05530	282	93	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1151005	1151433	+						69719618	F0316_RS05535	429		old_locus_tag=F0316_05535
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1151005	1151433	+	WP_230612626.1	WP_230612626.1		hypothetical protein		69719618	F0316_RS05535	429	142	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1151641	1152294	+						69719619	F0316_RS05540	654		old_locus_tag=F0316_05540
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1151641	1152294	+	WP_000821245.1	WP_000821245.1		AcfA family outer membrane beta-barrel protein		69719619	F0316_RS05540	654	217	
gene	pseudogene	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1152446	1153122	+						69719620	F0316_RS05545	677		partial;pseudo;old_locus_tag=F0316_05545
CDS	without_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	1152446	1153122	+				integrase core domain-containing protein		69719620	F0316_RS05545	677		partial;pseudo
