# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1478014	1479075	-							GT360_RS07035	1062		old_locus_tag=GT360_07045
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1478014	1479075	-	WP_164648188.1	WP_164648188.1		3-deoxy-7-phosphoheptulonate synthase			GT360_RS07035	1062	353	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1479356	1479832	+							GT360_RS07040	477		old_locus_tag=GT360_07050
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1479356	1479832	+	WP_164648189.1	WP_164648189.1		DUF4442 domain-containing protein			GT360_RS07040	477	158	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1479804	1481222	-							GT360_RS07045	1419		old_locus_tag=GT360_07055
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1479804	1481222	-	WP_164648190.1	WP_164648190.1		hypothetical protein			GT360_RS07045	1419	472	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1481489	1482331	+							GT360_RS07050	843		old_locus_tag=GT360_07060
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1481489	1482331	+	WP_164648191.1	WP_164648191.1		S1-like domain-containing RNA-binding protein			GT360_RS07050	843	280	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1482595	1484016	-					rsmF		GT360_RS07055	1422		old_locus_tag=GT360_07065
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1482595	1484016	-	WP_164648192.1	WP_164648192.1		16S rRNA (cytosine(1407)-C(5))-methyltransferase RsmF	rsmF		GT360_RS07055	1422	473	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1484124	1486766	-							GT360_RS07060	2643		old_locus_tag=GT360_07070
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1484124	1486766	-	WP_164648193.1	WP_164648193.1		MlaD family protein			GT360_RS07060	2643	880	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1486772	1488040	-							GT360_RS07065	1269		old_locus_tag=GT360_07075
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1486772	1488040	-	WP_164648194.1	WP_164648194.1		paraquat-inducible protein A			GT360_RS07065	1269	422	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1488074	1489861	-							GT360_RS07070	1788		old_locus_tag=GT360_07080
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1488074	1489861	-	WP_164648195.1	WP_164648195.1		ABC transporter ATP-binding protein/permease			GT360_RS07070	1788	595	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1489969	1490442	+							GT360_RS07075	474		old_locus_tag=GT360_07085
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1489969	1490442	+	WP_164648196.1	WP_164648196.1		GAF domain-containing protein			GT360_RS07075	474	157	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1490541	1491167	+					proQ		GT360_RS07080	627		old_locus_tag=GT360_07090
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1490541	1491167	+	WP_164648197.1	WP_164648197.1		RNA chaperone ProQ	proQ		GT360_RS07080	627	208	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1491185	1493179	+					prc		GT360_RS07085	1995		old_locus_tag=GT360_07095
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1491185	1493179	+	WP_164648198.1	WP_164648198.1		carboxy terminal-processing peptidase	prc		GT360_RS07085	1995	664	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1493340	1494017	+							GT360_RS07090	678		old_locus_tag=GT360_07100
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1493340	1494017	+	WP_164648199.1	WP_164648199.1		hypothetical protein			GT360_RS07090	678	225	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1494199	1496811	+					pepN		GT360_RS07095	2613		old_locus_tag=GT360_07105
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1494199	1496811	+	WP_164648200.1	WP_164648200.1		aminopeptidase N	pepN		GT360_RS07095	2613	870	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1496863	1497081	+							GT360_RS07100	219		old_locus_tag=GT360_07110
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1496863	1497081	+	WP_164648201.1	WP_164648201.1		DUF2835 domain-containing protein			GT360_RS07100	219	72	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1497264	1502102	+							GT360_RS07105	4839		old_locus_tag=GT360_07115
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1497264	1502102	+	WP_164648202.1	WP_164648202.1		NAD-glutamate dehydrogenase			GT360_RS07105	4839	1612	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1502148	1503158	+					pyrD		GT360_RS07110	1011		old_locus_tag=GT360_07120
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1502148	1503158	+	WP_164648203.1	WP_164648203.1		quinone-dependent dihydroorotate dehydrogenase	pyrD		GT360_RS07110	1011	336	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1503338	1503883	+							GT360_RS07115	546		old_locus_tag=GT360_07125
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1503338	1503883	+	WP_164648204.1	WP_164648204.1		cell division protein ZapC			GT360_RS07115	546	181	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1504440	1506575	+					rlmKL		GT360_RS07120	2136		old_locus_tag=GT360_07130
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1504440	1506575	+	WP_164648205.1	WP_164648205.1		bifunctional 23S rRNA (guanine(2069)-N(7))-methyltransferase RlmK/23S rRNA (guanine(2445)-N(2))-methyltransferase RlmL	rlmKL		GT360_RS07120	2136	711	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1506594	1506839	+							GT360_RS07125	246		old_locus_tag=GT360_07135
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1506594	1506839	+	WP_164648206.1	WP_164648206.1		glutaredoxin family protein			GT360_RS07125	246	81	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1506817	1508736	+							GT360_RS07130	1920		old_locus_tag=GT360_07140
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1506817	1508736	+	WP_164648207.1	WP_164648207.1		ABC transporter ATP-binding protein			GT360_RS07130	1920	639	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1508741	1510534	+							GT360_RS07135	1794		old_locus_tag=GT360_07145
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1508741	1510534	+	WP_164648208.1	WP_164648208.1		DUF3466 family protein			GT360_RS07135	1794	597	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1510813	1510986	+					rmf		GT360_RS07140	174		old_locus_tag=GT360_07150
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1510813	1510986	+	WP_164648209.1	WP_164648209.1		ribosome modulation factor	rmf		GT360_RS07140	174	57	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1511113	1511631	-					fabA		GT360_RS07145	519		old_locus_tag=GT360_07155
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1511113	1511631	-	WP_164648210.1	WP_164648210.1		bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase	fabA		GT360_RS07145	519	172	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1511742	1513427	-							GT360_RS07150	1686		old_locus_tag=GT360_07160
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1511742	1513427	-	WP_164648211.1	WP_164648211.1		Lon protease family protein			GT360_RS07150	1686	561	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1513651	1514100	+					matP		GT360_RS07155	450		old_locus_tag=GT360_07165
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1513651	1514100	+	WP_164648212.1	WP_164648212.1		macrodomain Ter protein MatP	matP		GT360_RS07155	450	149	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1514242	1514574	+							GT360_RS07160	333		old_locus_tag=GT360_07170
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1514242	1514574	+	WP_239502604.1	WP_239502604.1		hypothetical protein			GT360_RS07160	333	110	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1514593	1514937	-							GT360_RS07165	345		old_locus_tag=GT360_07175
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1514593	1514937	-	WP_164648213.1	WP_164648213.1		helix-turn-helix domain-containing protein			GT360_RS07165	345	114	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1515498	1515836	-							GT360_RS07170	339		old_locus_tag=GT360_07180
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1515498	1515836	-	WP_164648214.1	WP_164648214.1		helix-turn-helix transcriptional regulator			GT360_RS07170	339	112	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1515958	1517097	+							GT360_RS07175	1140		old_locus_tag=GT360_07185
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1515958	1517097	+	WP_164648215.1	WP_164648215.1		phage/plasmid replication protein, II/X family			GT360_RS07175	1140	379	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1517194	1517475	+							GT360_RS07180	282		old_locus_tag=GT360_07190
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1517194	1517475	+	WP_164648216.1	WP_164648216.1		G5P family DNA-binding protein			GT360_RS07180	282	93	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1517709	1517933	+							GT360_RS07185	225		old_locus_tag=GT360_07195
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1517709	1517933	+	WP_164648217.1	WP_164648217.1		hypothetical protein			GT360_RS07185	225	74	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1517926	1518450	+							GT360_RS07190	525		old_locus_tag=GT360_07200
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1517926	1518450	+	WP_164648218.1	WP_164648218.1		hypothetical protein			GT360_RS07190	525	174	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1518927	1519265	-							GT360_RS07195	339		old_locus_tag=GT360_07205
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1518927	1519265	-	WP_164648214.1	WP_164648214.1		helix-turn-helix transcriptional regulator			GT360_RS07195	339	112	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1519386	1520525	+							GT360_RS07200	1140		old_locus_tag=GT360_07210
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1519386	1520525	+	WP_164648215.1	WP_164648215.1		phage/plasmid replication protein, II/X family			GT360_RS07200	1140	379	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1520622	1520903	+							GT360_RS07205	282		old_locus_tag=GT360_07215
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1520622	1520903	+	WP_164648216.1	WP_164648216.1		G5P family DNA-binding protein			GT360_RS07205	282	93	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1521138	1521362	+							GT360_RS07210	225		old_locus_tag=GT360_07220
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1521138	1521362	+	WP_164648217.1	WP_164648217.1		hypothetical protein			GT360_RS07210	225	74	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1521355	1521879	+							GT360_RS07215	525		old_locus_tag=GT360_07225
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1521355	1521879	+	WP_164648218.1	WP_164648218.1		hypothetical protein			GT360_RS07215	525	174	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1521924	1522187	-							GT360_RS07220	264		old_locus_tag=GT360_07230
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1521924	1522187	-	WP_164648219.1	WP_164648219.1		helix-turn-helix domain-containing protein			GT360_RS07220	264	87	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1522334	1522546	+							GT360_RS07225	213		old_locus_tag=GT360_07235
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1522334	1522546	+	WP_164646937.1	WP_164646937.1		hypothetical protein			GT360_RS07225	213	70	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1522809	1523114	+							GT360_RS07230	306		old_locus_tag=GT360_07240
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1522809	1523114	+	WP_164648220.1	WP_164648220.1		hypothetical protein			GT360_RS07230	306	101	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1523101	1523298	+							GT360_RS07235	198		old_locus_tag=GT360_07245
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1523101	1523298	+	WP_164648221.1	WP_164648221.1		hypothetical protein			GT360_RS07235	198	65	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1523328	1525115	+							GT360_RS07240	1788		old_locus_tag=GT360_07250
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1523328	1525115	+	WP_164649609.1	WP_164649609.1		replication endonuclease			GT360_RS07240	1788	595	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1525146	1525319	+							GT360_RS07245	174		old_locus_tag=GT360_07255
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1525146	1525319	+	WP_164648222.1	WP_164648222.1		hypothetical protein			GT360_RS07245	174	57	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1525328	1525786	+							GT360_RS07250	459		old_locus_tag=GT360_07260
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1525328	1525786	+	WP_164648223.1	WP_164648223.1		hypothetical protein			GT360_RS07250	459	152	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1525773	1526297	+							GT360_RS07255	525		old_locus_tag=GT360_07265
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1525773	1526297	+	WP_164648224.1	WP_164648224.1		hypothetical protein			GT360_RS07255	525	174	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1526272	1526991	+							GT360_RS07260	720		old_locus_tag=GT360_07270
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1526272	1526991	+	WP_164648225.1	WP_164648225.1		hypothetical protein			GT360_RS07260	720	239	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1527067	1527381	+							GT360_RS07265	315		old_locus_tag=GT360_07275
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1527067	1527381	+	WP_164648226.1	WP_164648226.1		hypothetical protein			GT360_RS07265	315	104	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1527537	1527674	+							GT360_RS21815	138		
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1527537	1527674	+	WP_204274553.1	WP_204274553.1		hypothetical protein			GT360_RS21815	138	45	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1527678	1528520	+							GT360_RS07270	843		old_locus_tag=GT360_07280
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1527678	1528520	+	WP_164648227.1	WP_164648227.1		major capsid protein P2			GT360_RS07270	843	280	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1528536	1528844	+							GT360_RS07275	309		old_locus_tag=GT360_07285
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1528536	1528844	+	WP_164648228.1	WP_164648228.1		hypothetical protein			GT360_RS07275	309	102	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1528846	1528992	+							GT360_RS21820	147		
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1528846	1528992	+	WP_204274554.1	WP_204274554.1		hypothetical protein			GT360_RS21820	147	48	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1528993	1529181	+							GT360_RS07280	189		old_locus_tag=GT360_07290
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1528993	1529181	+	WP_164648229.1	WP_164648229.1		hypothetical protein			GT360_RS07280	189	62	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1529262	1529549	+							GT360_RS07285	288		old_locus_tag=GT360_07295
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1529262	1529549	+	WP_239502605.1	WP_239502605.1		DNAase			GT360_RS07285	288	95	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1529553	1530107	+							GT360_RS07290	555		old_locus_tag=GT360_07300
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1529553	1530107	+	WP_164648231.1	WP_164648231.1		chemotaxis protein			GT360_RS07290	555	184	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1530104	1530856	+							GT360_RS07295	753		old_locus_tag=GT360_07305
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1530104	1530856	+	WP_164648232.1	WP_164648232.1		hypothetical protein			GT360_RS07295	753	250	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1530859	1531626	+							GT360_RS07300	768		old_locus_tag=GT360_07310
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1530859	1531626	+	WP_164648233.1	WP_164648233.1		hypothetical protein			GT360_RS07300	768	255	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1531616	1532104	+							GT360_RS07305	489		old_locus_tag=GT360_07315
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1531616	1532104	+	WP_239502606.1	WP_239502606.1		structural protein			GT360_RS07305	489	162	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1532104	1532313	+							GT360_RS07310	210		old_locus_tag=GT360_07320
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1532104	1532313	+	WP_164649611.1	WP_164649611.1		hypothetical protein			GT360_RS07310	210	69	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1532323	1532490	+							GT360_RS07315	168		old_locus_tag=GT360_07325
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1532323	1532490	+	WP_164648234.1	WP_164648234.1		hypothetical protein			GT360_RS07315	168	55	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1532560	1532982	-							GT360_RS07320	423		old_locus_tag=GT360_07330
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1532560	1532982	-	WP_164648235.1	WP_164648235.1		phage protein			GT360_RS07320	423	140	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1533419	1535164	-							GT360_RS07325	1746		old_locus_tag=GT360_07335
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1533419	1535164	-	WP_164648236.1	WP_164648236.1		ATP-binding protein			GT360_RS07325	1746	581	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1535192	1536373	-							GT360_RS07330	1182		old_locus_tag=GT360_07340
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1535192	1536373	-	WP_164648237.1	WP_164648237.1		FIST C-terminal domain-containing protein			GT360_RS07330	1182	393	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1536455	1536823	-							GT360_RS07335	369		old_locus_tag=GT360_07345
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1536455	1536823	-	WP_164646938.1	WP_164646938.1		hypothetical protein			GT360_RS07335	369	122	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1537217	1538644	+					ccoN		GT360_RS07340	1428		old_locus_tag=GT360_07350
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1537217	1538644	+	WP_164648238.1	WP_164648238.1		cytochrome-c oxidase, cbb3-type subunit I	ccoN		GT360_RS07340	1428	475	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1538657	1539277	+					ccoO		GT360_RS07345	621		old_locus_tag=GT360_07355
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1538657	1539277	+	WP_164648239.1	WP_164648239.1		cytochrome-c oxidase, cbb3-type subunit II	ccoO		GT360_RS07345	621	206	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1539286	1539477	+							GT360_RS07350	192		old_locus_tag=GT360_07360
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1539286	1539477	+	WP_164648240.1	WP_164648240.1		cbb3-type cytochrome oxidase subunit 3			GT360_RS07350	192	63	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1539477	1540454	+					ccoP		GT360_RS07355	978		old_locus_tag=GT360_07365
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1539477	1540454	+	WP_164648241.1	WP_164648241.1		cytochrome-c oxidase, cbb3-type subunit III	ccoP		GT360_RS07355	978	325	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1540546	1541025	+							GT360_RS07360	480		old_locus_tag=GT360_07370
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1540546	1541025	+	WP_164648242.1	WP_164648242.1		FixH family protein			GT360_RS07360	480	159	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1541052	1543424	+					cadA		GT360_RS07365	2373		old_locus_tag=GT360_07375
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1541052	1543424	+	WP_164648243.1	WP_164648243.1		cadmium-translocating P-type ATPase	cadA		GT360_RS07365	2373	790	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1543463	1543654	+					ccoS		GT360_RS07370	192		old_locus_tag=GT360_07380
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1543463	1543654	+	WP_164648244.1	WP_164648244.1		cbb3-type cytochrome oxidase assembly protein CcoS	ccoS		GT360_RS07370	192	63	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1543651	1544337	+							GT360_RS07375	687		old_locus_tag=GT360_07385
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1543651	1544337	+	WP_164648245.1	WP_164648245.1		sulfite exporter TauE/SafE family protein			GT360_RS07375	687	228	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1544419	1545165	+							GT360_RS07380	747		old_locus_tag=GT360_07390
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1544419	1545165	+	WP_164648246.1	WP_164648246.1		FNR family transcription factor			GT360_RS07380	747	248	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1545435	1546376	+					uspE		GT360_RS07385	942		old_locus_tag=GT360_07395
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1545435	1546376	+	WP_164648247.1	WP_164648247.1		universal stress protein UspE	uspE		GT360_RS07385	942	313	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1546537	1547469	+					ttcA		GT360_RS07390	933		old_locus_tag=GT360_07400
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1546537	1547469	+	WP_164648248.1	WP_164648248.1		tRNA 2-thiocytidine(32) synthetase TtcA	ttcA		GT360_RS07390	933	310	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1547543	1548214	-							GT360_RS07395	672		old_locus_tag=GT360_07405
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1547543	1548214	-	WP_164648249.1	WP_164648249.1		DUF2987 domain-containing protein			GT360_RS07395	672	223	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	1548226	1549062	-							GT360_RS07400	837		old_locus_tag=GT360_07410
