# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1122668	1123072	-							BSQ33_RS05155	405		old_locus_tag=BSQ33_05160
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1122668	1123072	-	WP_088133522.1	WP_088133522.1		DUF3293 domain-containing protein			BSQ33_RS05155	405	134	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1123385	1124101	+					arcA		BSQ33_RS05160	717		old_locus_tag=BSQ33_05165
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1123385	1124101	+	WP_072956062.1	WP_072956062.1		two-component system response regulator ArcA	arcA		BSQ33_RS05160	717	238	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1124163	1126544	-					arcB		BSQ33_RS05165	2382		old_locus_tag=BSQ33_05170
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1124163	1126544	-	WP_088133523.1	WP_088133523.1		aerobic respiration two-component sensor histidine kinase ArcB	arcB		BSQ33_RS05165	2382	793	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1126635	1128032	-							BSQ33_RS05170	1398		old_locus_tag=BSQ33_05175
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1126635	1128032	-	WP_088133524.1	WP_088133524.1		diguanylate cyclase			BSQ33_RS05170	1398	465	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1128186	1129130	-							BSQ33_RS05175	945		old_locus_tag=BSQ33_05180
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1128186	1129130	-	WP_232471952.1	WP_232471952.1		TIGR01212 family radical SAM protein			BSQ33_RS05175	945	314	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1129725	1134257	+					gltB		BSQ33_RS05180	4533		old_locus_tag=BSQ33_05185
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1129725	1134257	+	WP_088133525.1	WP_088133525.1		glutamate synthase large subunit	gltB		BSQ33_RS05180	4533	1510	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1134257	1135726	+							BSQ33_RS05185	1470		old_locus_tag=BSQ33_05190
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1134257	1135726	+	WP_088133526.1	WP_088133526.1		glutamate synthase subunit beta			BSQ33_RS05185	1470	489	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1136072	1140535	+					gltB		BSQ33_RS05190	4464		old_locus_tag=BSQ33_05195
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1136072	1140535	+	WP_088133527.1	WP_088133527.1		glutamate synthase large subunit	gltB		BSQ33_RS05190	4464	1487	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1140556	1141968	+							BSQ33_RS05195	1413		old_locus_tag=BSQ33_05200
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1140556	1141968	+	WP_088133528.1	WP_088133528.1		FAD-dependent oxidoreductase			BSQ33_RS05195	1413	470	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1142123	1142824	+					mtnN		BSQ33_RS05200	702		old_locus_tag=BSQ33_05205
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1142123	1142824	+	WP_088133529.1	WP_088133529.1		5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	mtnN		BSQ33_RS05200	702	233	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1142845	1143798	+							BSQ33_RS05205	954		old_locus_tag=BSQ33_05210
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1142845	1143798	+	WP_088133530.1	WP_088133530.1		cobalamin biosynthesis family protein			BSQ33_RS05205	954	317	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1143861	1144706	+					btuF		BSQ33_RS05210	846		old_locus_tag=BSQ33_05215
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1143861	1144706	+	WP_088133531.1	WP_088133531.1		vitamin B12 ABC transporter substrate-binding protein BtuF	btuF		BSQ33_RS05210	846	281	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1144821	1145432	+							BSQ33_RS05215	612		old_locus_tag=BSQ33_05220
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1144821	1145432	+	WP_088133532.1	WP_088133532.1		TRIC cation channel family protein			BSQ33_RS05215	612	203	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1145606	1146472	+							BSQ33_RS05220	867		old_locus_tag=BSQ33_05225
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1145606	1146472	+	WP_088133533.1	WP_088133533.1		LysR family transcriptional regulator			BSQ33_RS05220	867	288	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1146402	1147184	-							BSQ33_RS05225	783		old_locus_tag=BSQ33_05230
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1146402	1147184	-	WP_088133534.1	WP_088133534.1		TSUP family transporter			BSQ33_RS05225	783	260	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1147376	1150600	-					carB		BSQ33_RS05230	3225		old_locus_tag=BSQ33_05235
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1147376	1150600	-	WP_088133535.1	WP_088133535.1		carbamoyl-phosphate synthase large subunit	carB		BSQ33_RS05230	3225	1074	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1150618	1151757	-					carA		BSQ33_RS05235	1140		old_locus_tag=BSQ33_05240
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1150618	1151757	-	WP_088133536.1	WP_088133536.1		glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit	carA		BSQ33_RS05235	1140	379	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1152240	1153049	-					dapB		BSQ33_RS05240	810		old_locus_tag=BSQ33_05245
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1152240	1153049	-	WP_088133537.1	WP_088133537.1		4-hydroxy-tetrahydrodipicolinate reductase	dapB		BSQ33_RS05240	810	269	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1153203	1153604	-					mutT		BSQ33_RS05245	402		old_locus_tag=BSQ33_05250
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1153203	1153604	-	WP_088133538.1	WP_088133538.1		8-oxo-dGTP diphosphatase MutT	mutT		BSQ33_RS05245	402	133	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1153702	1156422	-					secA		BSQ33_RS05250	2721		old_locus_tag=BSQ33_05255
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1153702	1156422	-	WP_088133539.1	WP_088133539.1		preprotein translocase subunit SecA	secA		BSQ33_RS05250	2721	906	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1156741	1157205	+							BSQ33_RS05255	465		old_locus_tag=BSQ33_05260
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1156741	1157205	+	WP_088133540.1	WP_088133540.1		DciA family protein			BSQ33_RS05255	465	154	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1157289	1158206	-					lpxC		BSQ33_RS05260	918		old_locus_tag=BSQ33_05265
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1157289	1158206	-	WP_088133541.1	WP_088133541.1		UDP-3-O-acyl-N-acetylglucosamine deacetylase	lpxC		BSQ33_RS05260	918	305	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1158301	1159530	-					ftsZ		BSQ33_RS05265	1230		old_locus_tag=BSQ33_05270
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1158301	1159530	-	WP_088133542.1	WP_088133542.1		cell division protein FtsZ	ftsZ		BSQ33_RS05265	1230	409	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1159561	1160823	-					ftsA		BSQ33_RS05270	1263		old_locus_tag=BSQ33_05275
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1159561	1160823	-	WP_088133543.1	WP_088133543.1		cell division protein FtsA	ftsA		BSQ33_RS05270	1263	420	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1160804	1161598	-							BSQ33_RS05275	795		old_locus_tag=BSQ33_05280
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1160804	1161598	-	WP_088133544.1	WP_088133544.1		cell division protein FtsQ/DivIB			BSQ33_RS05275	795	264	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1161782	1163245	-					murC		BSQ33_RS05280	1464		old_locus_tag=BSQ33_05285
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1161782	1163245	-	WP_088133545.1	WP_088133545.1		UDP-N-acetylmuramate--L-alanine ligase	murC		BSQ33_RS05280	1464	487	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1163257	1164321	-					murG		BSQ33_RS05285	1065		old_locus_tag=BSQ33_05290
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1163257	1164321	-	WP_088133546.1	WP_088133546.1		undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	murG		BSQ33_RS05285	1065	354	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1164308	1165477	-					ftsW		BSQ33_RS05290	1170		old_locus_tag=BSQ33_05295
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1164308	1165477	-	WP_088133547.1	WP_088133547.1		cell division protein FtsW	ftsW		BSQ33_RS05290	1170	389	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1165520	1166839	-					murD		BSQ33_RS05295	1320		old_locus_tag=BSQ33_05300
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1165520	1166839	-	WP_088133548.1	WP_088133548.1		UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	murD		BSQ33_RS05295	1320	439	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1166971	1168053	-					mraY		BSQ33_RS05300	1083		old_locus_tag=BSQ33_05305
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1166971	1168053	-	WP_088133549.1	WP_088133549.1		phospho-N-acetylmuramoyl-pentapeptide-transferase	mraY		BSQ33_RS05300	1083	360	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1168050	1169411	-					murF		BSQ33_RS05305	1362		old_locus_tag=BSQ33_05310
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1168050	1169411	-	WP_088133550.1	WP_088133550.1		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	murF		BSQ33_RS05305	1362	453	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1169408	1170901	-					murE		BSQ33_RS05310	1494		old_locus_tag=BSQ33_05315
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1169408	1170901	-	WP_088133551.1	WP_088133551.1		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	murE		BSQ33_RS05310	1494	497	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1170911	1172632	-							BSQ33_RS05315	1722		old_locus_tag=BSQ33_05320
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1170911	1172632	-	WP_088133552.1	WP_088133552.1		peptidoglycan glycosyltransferase FtsI			BSQ33_RS05315	1722	573	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1172629	1172961	-					ftsL		BSQ33_RS05320	333		old_locus_tag=BSQ33_05325
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1172629	1172961	-	WP_088133553.1	WP_088133553.1		cell division protein FtsL	ftsL		BSQ33_RS05320	333	110	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1172958	1173914	-					rsmH		BSQ33_RS05325	957		old_locus_tag=BSQ33_05330
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1172958	1173914	-	WP_088133554.1	WP_088133554.1		16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	rsmH		BSQ33_RS05325	957	318	
gene	RNase_P_RNA	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1174145	1174536	-					rnpB		BSQ33_RS05330	392		old_locus_tag=BSQ33_05335
ncRNA	RNase_P_RNA	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1174145	1174536	-				RNase P RNA component class A	rnpB		BSQ33_RS05330	392		
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1174718	1176085	-							BSQ33_RS05335	1368		old_locus_tag=BSQ33_05340
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1174718	1176085	-	WP_088133555.1	WP_088133555.1		MATE family efflux transporter			BSQ33_RS05335	1368	455	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1176216	1177112	+							BSQ33_RS05340	897		old_locus_tag=BSQ33_05345
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1176216	1177112	+	WP_088133556.1	WP_088133556.1		LysR family transcriptional regulator			BSQ33_RS05340	897	298	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1177216	1179324	-							BSQ33_RS05345	2109		old_locus_tag=BSQ33_05350
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1177216	1179324	-	WP_088133557.1	WP_088133557.1		methyl-accepting chemotaxis protein			BSQ33_RS05345	2109	702	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1179696	1180559	-					rsmI		BSQ33_RS05350	864		old_locus_tag=BSQ33_05355
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1179696	1180559	-	WP_088133558.1	WP_088133558.1		16S rRNA (cytidine(1402)-2'-O)-methyltransferase	rsmI		BSQ33_RS05350	864	287	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1180621	1182429	+							BSQ33_RS05355	1809		old_locus_tag=BSQ33_05360
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1180621	1182429	+	WP_088133559.1	WP_088133559.1		penicillin-binding protein activator			BSQ33_RS05355	1809	602	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1182416	1182784	+							BSQ33_RS05360	369		old_locus_tag=BSQ33_05365
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1182416	1182784	+	WP_088133560.1	WP_088133560.1		YraN family protein			BSQ33_RS05360	369	122	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1182788	1183378	+							BSQ33_RS05365	591		old_locus_tag=BSQ33_05370
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1182788	1183378	+	WP_038183172.1	WP_038183172.1		phosphoheptose isomerase			BSQ33_RS05365	591	196	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1183382	1183966	+							BSQ33_RS05370	585		old_locus_tag=BSQ33_05375
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1183382	1183966	+	WP_088133561.1	WP_088133561.1		BON domain-containing protein			BSQ33_RS05370	585	194	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1184025	1185232	-							BSQ33_RS05375	1208		old_locus_tag=BSQ33_05380
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1184025	1185232	-	WP_198298138.1	WP_198298138.1		IS3 family transposase			BSQ33_RS05375	1209	402	ribosomal_slippage
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1185355	1185843	-					sspB		BSQ33_RS05380	489		old_locus_tag=BSQ33_05390
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1185355	1185843	-	WP_088133562.1	WP_088133562.1		ClpXP protease specificity-enhancing factor	sspB		BSQ33_RS05380	489	162	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1185865	1186500	-					sspA		BSQ33_RS05385	636		old_locus_tag=BSQ33_05395
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1185865	1186500	-	WP_074371831.1	WP_074371831.1		stringent starvation protein A	sspA		BSQ33_RS05385	636	211	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1186881	1187273	-					rpsI		BSQ33_RS05390	393		old_locus_tag=BSQ33_05400
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1186881	1187273	-	WP_038183163.1	WP_038183163.1		30S ribosomal protein S9	rpsI		BSQ33_RS05390	393	130	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1187289	1187717	-					rplM		BSQ33_RS05395	429		old_locus_tag=BSQ33_05405
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1187289	1187717	-	WP_088133563.1	WP_088133563.1		50S ribosomal protein L13	rplM		BSQ33_RS05395	429	142	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1187947	1189050	-							BSQ33_RS05400	1104		old_locus_tag=BSQ33_05410
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1187947	1189050	-	WP_088134538.1	WP_088134538.1		cell division protein ZapE			BSQ33_RS05400	1104	367	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1189200	1189643	+							BSQ33_RS05405	444		old_locus_tag=BSQ33_05415
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1189200	1189643	+	WP_088133564.1	WP_088133564.1		DUF1043 family protein			BSQ33_RS05405	444	147	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1189760	1191127	+							BSQ33_RS05410	1368		old_locus_tag=BSQ33_05420
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1189760	1191127	+	WP_088133565.1	WP_088133565.1		DegQ family serine endoprotease			BSQ33_RS05410	1368	455	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1191238	1192302	+					degS		BSQ33_RS05415	1065		old_locus_tag=BSQ33_05425
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1191238	1192302	+	WP_072955940.1	WP_072955940.1		outer membrane-stress sensor serine endopeptidase DegS	degS		BSQ33_RS05415	1065	354	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1192393	1192746	-					rplS		BSQ33_RS05420	354		old_locus_tag=BSQ33_05430
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1192393	1192746	-	WP_072955938.1	WP_072955938.1		50S ribosomal protein L19	rplS		BSQ33_RS05420	354	117	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1192789	1193532	-					trmD		BSQ33_RS05425	744		old_locus_tag=BSQ33_05435
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1192789	1193532	-	WP_088134539.1	WP_088134539.1		tRNA (guanosine(37)-N1)-methyltransferase TrmD	trmD		BSQ33_RS05425	744	247	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1193558	1194112	-					rimM		BSQ33_RS05430	555		old_locus_tag=BSQ33_05440
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1193558	1194112	-	WP_072955936.1	WP_072955936.1		ribosome maturation factor RimM	rimM		BSQ33_RS05430	555	184	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1194135	1194383	-					rpsP		BSQ33_RS05435	249		old_locus_tag=BSQ33_05445
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1194135	1194383	-	WP_059121562.1	WP_059121562.1		30S ribosomal protein S16	rpsP		BSQ33_RS05435	249	82	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1194561	1195928	-					ffh		BSQ33_RS05440	1368		old_locus_tag=BSQ33_05450
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1194561	1195928	-	WP_088133566.1	WP_088133566.1		signal recognition particle protein	ffh		BSQ33_RS05440	1368	455	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1196181	1196975	+							BSQ33_RS05445	795		old_locus_tag=BSQ33_05455
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1196181	1196975	+	WP_088133567.1	WP_088133567.1		inner membrane protein YpjD			BSQ33_RS05445	795	264	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1197058	1198332	+							BSQ33_RS05450	1275		old_locus_tag=BSQ33_05460
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1197058	1198332	+	WP_072955930.1	WP_072955930.1		CNNM domain-containing protein			BSQ33_RS05450	1275	424	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1198483	1199001	-					luxS		BSQ33_RS05455	519		old_locus_tag=BSQ33_05465
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1198483	1199001	-	WP_088133568.1	WP_088133568.1		S-ribosylhomocysteine lyase	luxS		BSQ33_RS05455	519	172	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1199153	1200754	-					gshA		BSQ33_RS05460	1602		old_locus_tag=BSQ33_05470
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1199153	1200754	-	WP_088133569.1	WP_088133569.1		glutamate--cysteine ligase	gshA		BSQ33_RS05460	1602	533	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1200848	1203691	-							BSQ33_RS05465	2844		old_locus_tag=BSQ33_05475
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1200848	1203691	-	WP_088133570.1	WP_088133570.1		insulinase family protein			BSQ33_RS05465	2844	947	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1203701	1204162	-							BSQ33_RS05470	462		old_locus_tag=BSQ33_05480
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1203701	1204162	-	WP_088133571.1	WP_088133571.1		DedA family protein			BSQ33_RS05470	462	153	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1204156	1205106	-							BSQ33_RS05475	951		old_locus_tag=BSQ33_05485
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1204156	1205106	-	WP_088133572.1	WP_088133572.1		NADP-dependent oxidoreductase			BSQ33_RS05475	951	316	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1205228	1206358	-							BSQ33_RS05480	1131		old_locus_tag=BSQ33_05490
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1205228	1206358	-	WP_074371847.1	WP_074371847.1		sodium ion-translocating decarboxylase subunit beta			BSQ33_RS05480	1131	376	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1206368	1208185	-					oadA		BSQ33_RS05485	1818		old_locus_tag=BSQ33_05495
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1206368	1208185	-	WP_088133573.1	WP_088133573.1		sodium-extruding oxaloacetate decarboxylase subunit alpha	oadA		BSQ33_RS05485	1818	605	
gene	protein_coding	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1208204	1208464	-							BSQ33_RS05490	261		old_locus_tag=BSQ33_05500
CDS	with_protein	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1208204	1208464	-	WP_088133574.1	WP_088133574.1		oxaloacetate decarboxylase subunit gamma			BSQ33_RS05490	261	86	
gene	tRNA	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1208748	1208824	-							BSQ33_RS05495	77		old_locus_tag=BSQ33_05505
tRNA		GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1208748	1208824	-				tRNA-Arg			BSQ33_RS05495	77		anticodon=ACG
gene	tRNA	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1208862	1208938	-							BSQ33_RS05500	77		old_locus_tag=BSQ33_05510
tRNA		GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1208862	1208938	-				tRNA-Arg			BSQ33_RS05500	77		anticodon=ACG
gene	tRNA	GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1208980	1209056	-							BSQ33_RS05505	77		old_locus_tag=BSQ33_05515
tRNA		GCF_002196515.1	Primary Assembly	chromosome	1	NZ_CP018835.1	1208980	1209056	-				tRNA-Arg			BSQ33_RS05505	77		anticodon=ACG
